x-axis,1
second,Volt
-5.000000E+00,
-4.996094E+00,+4.520234E+00
-4.992188E+00,+4.510184E+00
-4.988281E+00,+4.498877E+00
-4.984375E+00,+4.511440E+00
-4.980469E+00,+4.530284E+00
-4.976563E+00,+4.531540E+00
-4.972656E+00,+4.535309E+00
-4.968750E+00,+4.550385E+00
-4.964844E+00,+4.575510E+00
-4.960938E+00,+4.591842E+00
-4.957031E+00,+4.590586E+00
-4.953125E+00,+4.576766E+00
-4.949219E+00,+4.585560E+00
-4.945313E+00,+4.584304E+00
-4.941406E+00,+4.576766E+00
-4.937500E+00,+4.565460E+00
-4.933594E+00,+4.562947E+00
-4.929688E+00,+4.541591E+00
-4.925781E+00,+4.521490E+00
-4.921875E+00,+4.503902E+00
-4.917969E+00,+4.507671E+00
-4.914063E+00,+4.520234E+00
-4.910156E+00,+4.511440E+00
-4.906250E+00,+4.495108E+00
-4.902344E+00,+4.492596E+00
-4.898438E+00,+4.506415E+00
-4.894531E+00,+4.502646E+00
-4.890625E+00,+4.487570E+00
-4.886719E+00,+4.483802E+00
-4.882813E+00,+4.496364E+00
-4.878906E+00,+4.496364E+00
-4.875000E+00,+4.490083E+00
-4.871094E+00,+4.475008E+00
-4.867188E+00,+4.487570E+00
-4.863281E+00,+4.492596E+00
-4.859375E+00,+4.491339E+00
-4.855469E+00,+4.481289E+00
-4.851563E+00,+4.483802E+00
-4.847656E+00,+4.497621E+00
-4.843750E+00,+4.497621E+00
-4.839844E+00,+4.488827E+00
-4.835938E+00,+4.505158E+00
-4.832031E+00,+4.567972E+00
-4.828125E+00,+4.677269E+00
-4.824219E+00,+4.786565E+00
-4.820313E+00,+4.849380E+00
-4.816406E+00,+4.918475E+00
-4.812500E+00,+4.922244E+00
-4.808594E+00,+4.848123E+00
-4.804688E+00,+4.795359E+00
-4.800781E+00,+4.678525E+00
-4.796875E+00,+4.456163E+00
-4.792969E+00,+4.309179E+00
-4.789063E+00,+4.296616E+00
-4.785156E+00,+4.365711E+00
-4.781250E+00,+4.431038E+00
-4.777344E+00,+4.501390E+00
-4.773438E+00,+4.507671E+00
-4.769531E+00,+4.508927E+00
-4.765625E+00,+4.532797E+00
-4.761719E+00,+4.547872E+00
-4.757813E+00,+4.541591E+00
-4.753906E+00,+4.529028E+00
-4.750000E+00,+4.541591E+00
-4.746094E+00,+4.551641E+00
-4.742188E+00,+4.545359E+00
-4.738281E+00,+4.541591E+00
-4.734375E+00,+4.564204E+00
-4.730469E+00,+4.575510E+00
-4.726563E+00,+4.569229E+00
-4.722656E+00,+4.557922E+00
-4.718750E+00,+4.572998E+00
-4.714844E+00,+4.585560E+00
-4.710938E+00,+4.595611E+00
-4.707031E+00,+4.585560E+00
-4.703125E+00,+4.581792E+00
-4.699219E+00,+4.608173E+00
-4.695313E+00,+4.614455E+00
-4.691406E+00,+4.606917E+00
-4.687500E+00,+4.604405E+00
-4.683594E+00,+4.619480E+00
-4.679688E+00,+4.635812E+00
-4.675781E+00,+4.634555E+00
-4.671875E+00,+4.629530E+00
-4.667969E+00,+4.640837E+00
-4.664063E+00,+4.663450E+00
-4.660156E+00,+4.677269E+00
-4.656250E+00,+4.670988E+00
-4.652344E+00,+4.676013E+00
-4.648438E+00,+4.697369E+00
-4.644531E+00,+4.708676E+00
-4.640625E+00,+4.706163E+00
-4.636719E+00,+4.713701E+00
-4.632813E+00,+4.738827E+00
-4.628906E+00,+4.758927E+00
-4.625000E+00,+4.775259E+00
-4.621094E+00,+4.771490E+00
-4.617188E+00,+4.799128E+00
-4.613281E+00,+4.811691E+00
-4.609375E+00,+4.826766E+00
-4.605469E+00,+4.817972E+00
-4.601563E+00,+4.833048E+00
-4.597656E+00,+4.846867E+00
-4.593750E+00,+4.854405E+00
-4.589844E+00,+4.839329E+00
-4.585938E+00,+4.843098E+00
-4.582031E+00,+4.853148E+00
-4.578125E+00,+4.848123E+00
-4.574219E+00,+4.835560E+00
-4.570313E+00,+4.812947E+00
-4.566406E+00,+4.812947E+00
-4.562500E+00,+4.790334E+00
-4.558594E+00,+4.752646E+00
-4.554688E+00,+4.726264E+00
-4.550781E+00,+4.719983E+00
-4.546875E+00,+4.703651E+00
-4.542969E+00,+4.668475E+00
-4.539063E+00,+4.624505E+00
-4.535156E+00,+4.601892E+00
-4.531250E+00,+4.608173E+00
-4.527344E+00,+4.590586E+00
-4.523438E+00,+4.567972E+00
-4.519531E+00,+4.556666E+00
-4.515625E+00,+4.544103E+00
-4.511719E+00,+4.535309E+00
-4.507813E+00,+4.527771E+00
-4.503906E+00,+4.512696E+00
-4.500000E+00,+4.525259E+00
-4.496094E+00,+4.534053E+00
-4.492188E+00,+4.520234E+00
-4.488281E+00,+4.502646E+00
-4.484375E+00,+4.513952E+00
-4.480469E+00,+4.522746E+00
-4.476563E+00,+4.518978E+00
-4.472656E+00,+4.501390E+00
-4.468750E+00,+4.502646E+00
-4.464844E+00,+4.524003E+00
-4.460938E+00,+4.527771E+00
-4.457031E+00,+4.512696E+00
-4.453125E+00,+4.513952E+00
-4.449219E+00,+4.527771E+00
-4.445313E+00,+4.532797E+00
-4.441406E+00,+4.524003E+00
-4.437500E+00,+4.515209E+00
-4.433594E+00,+4.532797E+00
-4.429688E+00,+4.536565E+00
-4.425781E+00,+4.526515E+00
-4.421875E+00,+4.516465E+00
-4.417969E+00,+4.531540E+00
-4.414063E+00,+4.530284E+00
-4.410156E+00,+4.526515E+00
-4.406250E+00,+4.516465E+00
-4.402344E+00,+4.515209E+00
-4.398438E+00,+4.532797E+00
-4.394531E+00,+4.530284E+00
-4.390625E+00,+4.518978E+00
-4.386719E+00,+4.511440E+00
-4.382813E+00,+4.530284E+00
-4.378906E+00,+4.536565E+00
-4.375000E+00,+4.522746E+00
-4.371094E+00,+4.507671E+00
-4.367188E+00,+4.521490E+00
-4.363281E+00,+4.524003E+00
-4.359375E+00,+4.518978E+00
-4.355469E+00,+4.506415E+00
-4.351563E+00,+4.513952E+00
-4.347656E+00,+4.522746E+00
-4.343750E+00,+4.521490E+00
-4.339844E+00,+4.508927E+00
-4.335938E+00,+4.503902E+00
-4.332031E+00,+4.512696E+00
-4.328125E+00,+4.520234E+00
-4.324219E+00,+4.512696E+00
-4.320313E+00,+4.506415E+00
-4.316406E+00,+4.511440E+00
-4.312500E+00,+4.516465E+00
-4.308594E+00,+4.506415E+00
-4.304688E+00,+4.495108E+00
-4.300781E+00,+4.506415E+00
-4.296875E+00,+4.512696E+00
